[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #2914] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 37,32]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 2; POS: 24,61]; Defender #3: [DIR: 2; POS: 84,57]; 
[Tick #2915] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 38,32]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 2; POS: 84,58]; 
[Tick #2916] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 38,32]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 2; POS: 84,58]; 
[Tick #2917] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 39,32]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 2; POS: 84,59]; 
[Tick #2918] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 39,32]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 2; POS: 84,59]; 
[Tick #2919] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 40,32]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 2; POS: 84,60]; 
[Tick #2920] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 40,32]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 2; POS: 84,60]; 
[Tick #2921] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 41,32]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 2; POS: 84,61]; 
[Tick #2922] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 41,32]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 2; POS: 84,61]; 
[Tick #2923] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 42,32]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 2; POS: 84,62]; 
[Tick #2924] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 42,32]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 2; POS: 84,62]; 
[Tick #2925] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 43,32]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 2; POS: 84,63]; 
[Tick #2926] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 43,32]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 2; POS: 84,63]; 
[Tick #2927] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 44,32]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 2; POS: 84,64]; 
[Tick #2928] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 44,32]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 2; POS: 84,64]; 
[Tick #2929] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 45,32]; Defender #1: [DIR: 2; POS: 84,9]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 2; POS: 84,65]; 
[Tick #2930] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 45,32]; Defender #1: [DIR: 2; POS: 84,9]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 2; POS: 84,65]; 
[Tick #2931] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 46,32]; Defender #1: [DIR: 2; POS: 84,10]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 2; POS: 84,66]; 
[Tick #2932] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 46,32]; Defender #1: [DIR: 2; POS: 84,10]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 2; POS: 84,66]; 
[Tick #2933] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 47,32]; Defender #1: [DIR: 2; POS: 84,11]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 2; POS: 84,67]; 
[Tick #2934] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 47,32]; Defender #1: [DIR: 2; POS: 84,11]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 2; POS: 84,67]; 
[Tick #2935] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,32]; Defender #1: [DIR: 2; POS: 84,12]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 84,68]; 
[Tick #2936] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,32]; Defender #1: [DIR: 2; POS: 84,12]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 84,68]; 
[Tick #2937] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,31]; Defender #1: [DIR: 2; POS: 84,13]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 85,68]; 
[Tick #2938] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,31]; Defender #1: [DIR: 2; POS: 84,13]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 85,68]; 
[Tick #2939] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,30]; Defender #1: [DIR: 2; POS: 84,14]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 86,68]; 
[Tick #2940] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,30]; Defender #1: [DIR: 2; POS: 84,14]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 86,68]; 
[Tick #2941] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,29]; Defender #1: [DIR: 2; POS: 84,15]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 87,68]; 
[Tick #2942] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,29]; Defender #1: [DIR: 2; POS: 84,15]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 87,68]; 
[Tick #2943] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,28]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 1; POS: 88,68]; 
[Tick #2944] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,28]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 1; POS: 88,68]; 
[Tick #2945] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,27]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 1; POS: 89,68]; 
[Tick #2946] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,27]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 1; POS: 89,68]; 
[Tick #2947] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,26]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 1; POS: 90,68]; 
[Tick #2948] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,26]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 1; POS: 90,68]; 
[Tick #2949] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,25]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 1; POS: 91,68]; 
[Tick #2950] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,25]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 1; POS: 91,68]; 
[Tick #2951] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,24]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 1; POS: 92,68]; 
[Tick #2952] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,24]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 2; POS: 12,68]; Defender #3: [DIR: 1; POS: 92,68]; 
[Tick #2953] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,23]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 1; POS: 93,68]; 
[Tick #2954] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,23]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 2; POS: 12,69]; Defender #3: [DIR: 1; POS: 93,68]; 
[Tick #2955] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,22]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 1; POS: 94,68]; 
[Tick #2956] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,22]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 2; POS: 12,70]; Defender #3: [DIR: 1; POS: 94,68]; 
[Tick #2957] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,21]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 1; POS: 95,68]; 
[Tick #2958] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,21]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 2; POS: 12,71]; Defender #3: [DIR: 1; POS: 95,68]; 
[Tick #2959] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,20]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #2960] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,20]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 2; POS: 12,72]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #2961] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,19]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 2; POS: 96,69]; 
[Tick #2962] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,19]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 2; POS: 12,73]; Defender #3: [DIR: 2; POS: 96,69]; 
[Tick #2963] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,18]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 2; POS: 96,70]; 
[Tick #2964] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,18]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 2; POS: 12,74]; Defender #3: [DIR: 2; POS: 96,70]; 
[Tick #2965] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 0; POS: 48,17]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 2; POS: 96,71]; 
[Tick #2966] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 0; POS: 48,17]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 2; POS: 12,75]; Defender #3: [DIR: 2; POS: 96,71]; 
[Tick #2967] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 48,16]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 2; POS: 96,72]; 
[Tick #2968] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 48,16]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 2; POS: 12,76]; Defender #3: [DIR: 2; POS: 96,72]; 
[Tick #2969] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 49,16]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 2; POS: 96,73]; 
[Tick #2970] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 49,16]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 2; POS: 12,77]; Defender #3: [DIR: 2; POS: 96,73]; 
[Tick #2971] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 50,16]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 2; POS: 96,74]; 
[Tick #2972] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 50,16]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 2; POS: 12,78]; Defender #3: [DIR: 2; POS: 96,74]; 
[Tick #2973] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 51,16]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 2; POS: 96,75]; 
[Tick #2974] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 51,16]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 2; POS: 12,79]; Defender #3: [DIR: 2; POS: 96,75]; 
[Tick #2975] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 52,16]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 2; POS: 96,76]; 
[Tick #2976] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 52,16]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 2; POS: 12,80]; Defender #3: [DIR: 2; POS: 96,76]; 
[Tick #2977] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 53,16]; Defender #1: [DIR: 2; POS: 96,21]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 2; POS: 96,77]; 
[Tick #2978] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 53,16]; Defender #1: [DIR: 2; POS: 96,21]; Defender #2: [DIR: 2; POS: 12,81]; Defender #3: [DIR: 2; POS: 96,77]; 
[Tick #2979] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 54,16]; Defender #1: [DIR: 2; POS: 96,22]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 2; POS: 96,78]; 
[Tick #2980] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 54,16]; Defender #1: [DIR: 2; POS: 96,22]; Defender #2: [DIR: 2; POS: 12,82]; Defender #3: [DIR: 2; POS: 96,78]; 
[Tick #2981] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 55,16]; Defender #1: [DIR: 2; POS: 96,23]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 2; POS: 96,79]; 
[Tick #2982] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 55,16]; Defender #1: [DIR: 2; POS: 96,23]; Defender #2: [DIR: 2; POS: 12,83]; Defender #3: [DIR: 2; POS: 96,79]; 
[Tick #2983] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 56,16]; Defender #1: [DIR: 2; POS: 96,24]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 2; POS: 96,80]; 
[Tick #2984] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 56,16]; Defender #1: [DIR: 2; POS: 96,24]; Defender #2: [DIR: 2; POS: 12,84]; Defender #3: [DIR: 2; POS: 96,80]; 
[Tick #2985] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 57,16]; Defender #1: [DIR: 2; POS: 96,25]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 2; POS: 96,81]; 
[Tick #2986] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 57,16]; Defender #1: [DIR: 2; POS: 96,25]; Defender #2: [DIR: 2; POS: 12,85]; Defender #3: [DIR: 2; POS: 96,81]; 
[Tick #2987] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 58,16]; Defender #1: [DIR: 2; POS: 96,26]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 2; POS: 96,82]; 
[Tick #2988] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 58,16]; Defender #1: [DIR: 2; POS: 96,26]; Defender #2: [DIR: 2; POS: 12,86]; Defender #3: [DIR: 2; POS: 96,82]; 
[Tick #2989] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 1; POS: 59,16]; Defender #1: [DIR: 2; POS: 96,27]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 2; POS: 96,83]; 
[Tick #2990] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 1; POS: 59,16]; Defender #1: [DIR: 2; POS: 96,27]; Defender #2: [DIR: 2; POS: 12,87]; Defender #3: [DIR: 2; POS: 96,83]; 
[Tick #2991] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 58,16]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 0; POS: 12,86]; Defender #3: [DIR: 0; POS: 96,82]; 
[Tick #2992] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 58,16]; Defender #1: [DIR: 0; POS: 96,26]; Defender #2: [DIR: 0; POS: 12,86]; Defender #3: [DIR: 0; POS: 96,82]; 
[Tick #2993] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 57,16]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 0; POS: 12,85]; Defender #3: [DIR: 0; POS: 96,81]; 
[Tick #2994] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 57,16]; Defender #1: [DIR: 0; POS: 96,25]; Defender #2: [DIR: 0; POS: 12,85]; Defender #3: [DIR: 0; POS: 96,81]; 
[Tick #2995] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 56,16]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 0; POS: 12,84]; Defender #3: [DIR: 0; POS: 96,80]; 
[Tick #2996] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 56,16]; Defender #1: [DIR: 0; POS: 96,24]; Defender #2: [DIR: 0; POS: 12,84]; Defender #3: [DIR: 0; POS: 96,80]; 
[Tick #2997] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 55,16]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 0; POS: 12,83]; Defender #3: [DIR: 0; POS: 96,79]; 
[Tick #2998] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 55,16]; Defender #1: [DIR: 0; POS: 96,23]; Defender #2: [DIR: 0; POS: 12,83]; Defender #3: [DIR: 0; POS: 96,79]; 
[Tick #2999] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 54,16]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 0; POS: 12,82]; Defender #3: [DIR: 0; POS: 96,78]; 
[Tick #3000] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 54,16]; Defender #1: [DIR: 0; POS: 96,22]; Defender #2: [DIR: 0; POS: 12,82]; Defender #3: [DIR: 0; POS: 96,78]; 
[Tick #3001] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 53,16]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 0; POS: 12,81]; Defender #3: [DIR: 0; POS: 96,77]; 
[Tick #3002] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 53,16]; Defender #1: [DIR: 0; POS: 96,21]; Defender #2: [DIR: 0; POS: 12,81]; Defender #3: [DIR: 0; POS: 96,77]; 
[Tick #3003] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 52,16]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 0; POS: 12,80]; Defender #3: [DIR: 0; POS: 96,76]; 
[Tick #3004] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 52,16]; Defender #1: [DIR: 0; POS: 96,20]; Defender #2: [DIR: 0; POS: 12,80]; Defender #3: [DIR: 0; POS: 96,76]; 
[Tick #3005] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 51,16]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 0; POS: 12,79]; Defender #3: [DIR: 0; POS: 96,75]; 
[Tick #3006] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 51,16]; Defender #1: [DIR: 0; POS: 96,19]; Defender #2: [DIR: 0; POS: 12,79]; Defender #3: [DIR: 0; POS: 96,75]; 
[Tick #3007] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 50,16]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 0; POS: 12,78]; Defender #3: [DIR: 0; POS: 96,74]; 
[Tick #3008] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 50,16]; Defender #1: [DIR: 0; POS: 96,18]; Defender #2: [DIR: 0; POS: 12,78]; Defender #3: [DIR: 0; POS: 96,74]; 
[Tick #3009] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 3; POS: 49,16]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 0; POS: 12,77]; Defender #3: [DIR: 0; POS: 96,73]; 
[Tick #3010] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 3; POS: 49,16]; Defender #1: [DIR: 0; POS: 96,17]; Defender #2: [DIR: 0; POS: 12,77]; Defender #3: [DIR: 0; POS: 96,73]; 
[Tick #3011] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 48,16]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 0; POS: 12,76]; Defender #3: [DIR: 0; POS: 96,72]; 
[Tick #3012] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 48,16]; Defender #1: [DIR: 1; POS: 96,16]; Defender #2: [DIR: 0; POS: 12,76]; Defender #3: [DIR: 0; POS: 96,72]; 
[Tick #3013] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 48,17]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 0; POS: 12,75]; Defender #3: [DIR: 0; POS: 96,71]; 
[Tick #3014] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 48,17]; Defender #1: [DIR: 1; POS: 97,16]; Defender #2: [DIR: 0; POS: 12,75]; Defender #3: [DIR: 0; POS: 96,71]; 
[Tick #3015] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 48,18]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 0; POS: 12,74]; Defender #3: [DIR: 0; POS: 96,70]; 
[Tick #3016] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 48,18]; Defender #1: [DIR: 1; POS: 98,16]; Defender #2: [DIR: 0; POS: 12,74]; Defender #3: [DIR: 0; POS: 96,70]; 
[Tick #3017] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 48,19]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 0; POS: 12,73]; Defender #3: [DIR: 0; POS: 96,69]; 
[Tick #3018] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 48,19]; Defender #1: [DIR: 1; POS: 99,16]; Defender #2: [DIR: 0; POS: 12,73]; Defender #3: [DIR: 0; POS: 96,69]; 
[Tick #3019] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 48,20]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 0; POS: 12,72]; Defender #3: [DIR: 0; POS: 96,68]; 
[Tick #3020] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 48,20]; Defender #1: [DIR: 1; POS: 100,16]; Defender #2: [DIR: 0; POS: 12,72]; Defender #3: [DIR: 0; POS: 96,68]; 
[Tick #3021] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 48,21]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 0; POS: 12,71]; Defender #3: [DIR: 0; POS: 96,67]; 
[Tick #3022] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 48,21]; Defender #1: [DIR: 1; POS: 101,16]; Defender #2: [DIR: 0; POS: 12,71]; Defender #3: [DIR: 0; POS: 96,67]; 
[Tick #3023] Attacker: [DIR: 2; POS: 4,7]; Defender #0: [DIR: 2; POS: 48,22]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 0; POS: 12,70]; Defender #3: [DIR: 0; POS: 96,66]; 
[Tick #3024] Attacker: [DIR: 0; POS: 4,8]; Defender #0: [DIR: 2; POS: 48,22]; Defender #1: [DIR: 1; POS: 102,16]; Defender #2: [DIR: 0; POS: 12,70]; Defender #3: [DIR: 0; POS: 96,66]; 
